Document Title,Abstract,Year,PDF Link,label,doi,nCites,authorCount,aggregationType
Investigating Memory Updating in Mice Using the Objects in Updated Locations Task,"AbstractIn the laboratory, memory is typically studied as a de novo experience, in which a naïve animal is exposed to a discrete learning event that is markedly different from its past experiences. Most real‐world memories, however, are updates—modifications or additions—to existing memories. This is particularly true in the aging, experienced brain. To better understand memory updating, we have developed a new behavioral paradigm called the objects in updated locations (OUL) task. OUL relies on hippocampus‐dependent spatial learning and has the advantage of being able to test both the original memory and the updated information in a single test session. Further, OUL relies on incidental learning that avoids unnecessary stress that might hinder the performance of aging animals. In OUL, animals first learn the location of two identical objects in a familiar context. This memory is then updated by moving one object to a new location. Finally, to assess the animals’ memory for the original and the updated information, all animals are given a test session in which they are exposed to four copies of the object: two in the original training locations, one in the updated location, and one in a novel location. By comparing exploration of the novel location to the familiar locations, we can infer whether the animal remembers the original and updated object locations. OUL is a simple but powerful task that could provide new insights into the cellular, circuit‐level, and molecular mechanisms that support memory updating. © 2020 by John Wiley &amp; Sons, Inc.",2020,https://doi.org/10.1002/cpns.87,no,10.1002/cpns.87,15,3,undetermined
Object-in-place Memory Predicted by Anterolateral Entorhinal Cortex and Parahippocampal Cortex Volume in Older Adults,"The lateral portion of the entorhinal cortex is one of the first brain regions affected by tau pathology, an important biomarker for Alzheimer disease. Improving our understanding of this region's cognitive role may help identify better cognitive tests for early detection of Alzheimer disease. Based on its functional connections, we tested the idea that the human anterolateral entorhinal cortex (alERC) may play a role in integrating spatial information into object representations. We recently demonstrated that the volume of the alERC was related to processing the spatial relationships of the features within an object [Yeung, L. K., Olsen, R. K., Bild-Enkin, H. E. P., D'Angelo, M. C., Kacollja, A., McQuiggan, D. A., et al. Anterolateral entorhinal cortex volume predicted by altered intra-item configural processing. Journal of Neuroscience, 37, 5527–5538, 2017]. In this study, we investigated whether the human alERC might also play a role in processing the spatial relationships between an object and its environment using an eye-tracking task that assessed visual fixations to a critical object within a scene. Guided by rodent work, we measured both object-in-place memory, the association of an object with a given context [Wilson, D. I., Langston, R. F., Schlesiger, M. I., Wagner, M., Watanabe, S., &amp; Ainge, J. A. Lateral entorhinal cortex is critical for novel object-context recognition. Hippocampus, 23, 352–366, 2013], and object-trace memory, the memory for the former location of objects [Tsao, A., Moser, M. B., &amp; Moser, E. I. Traces of experience in the lateral entorhinal cortex. Current Biology, 23, 399–405, 2013]. In a group of older adults with varying stages of brain atrophy and cognitive decline, we found that the volume of the alERC and the volume of the parahippocampal cortex selectively predicted object-in-place memory, but not object-trace memory. These results provide support for the notion that the alERC may integrate spatial information into object representations.",2019,https://doi.org/10.1162/jocn_a_01385,no,10.1162/jocn_a_01385,48,8,undetermined
N/A,N/A,N/A,N/A,no,nan,0,0,undetermined
Progesterone improves neurocognitive outcomes following therapeutic cranial irradiation in mice,N/A,2017,https://doi.org/10.1016/j.yhbeh.2017.08.004,no,10.1016/j.yhbeh.2017.08.004,15,6,undetermined
Attention and working memory deficits in a perinatal nicotine exposure mouse model,N/A,2018,https://doi.org/10.1371/journal.pone.0198064,no,10.1371/journal.pone.0198064,51,4,undetermined
Post-Injury Administration of Galantamine Reduces Traumatic Brain Injury Pathology and Improves Outcome,N/A,2018,https://doi.org/10.1089/neu.2017.5102,no,10.1089/neu.2017.5102,31,6,undetermined
"Chotosan, a Kampo Formula, Ameliorates Chronic Cerebral Hypoperfusion-Induced Deficits in Object Recognition Behaviors and Central Cholinergic Systems in Mice",N/A,2007,https://doi.org/10.1254/jphs.fp0061457,no,10.1254/jphs.fp0061457,44,6,undetermined
NMDA receptor modulation by d-cycloserine promotes episodic-like memory in mice,N/A,2007,https://doi.org/10.1007/s00213-007-0816-x,no,10.1007/s00213-007-0816-x,35,4,undetermined
The histamine H1 receptor and recollection-based discrimination in a temporal order memory task in the mouse,N/A,2013,https://doi.org/10.1016/j.pbb.2013.08.008,no,10.1016/j.pbb.2013.08.008,16,3,undetermined
Methylphenidate and environmental enrichment ameliorate the deleterious effects of prenatal stress on attention functioning,N/A,2015,https://doi.org/10.3109/10253890.2015.1023790,no,10.3109/10253890.2015.1023790,26,6,undetermined
Cognitive effects of dopamine depletion in the context of diminished acetylcholine signaling capacity in mice,"SummaryA subset of patients with Parkinson's disease acquires a debilitating dementia characterized by severe cognitive impairments (i.e. Parkinson's disease dementia; PDD). Brains from PDD patients show extensive cholinergic loss as well as dopamine (DA) depletion. We used a mutant mouse model to directly test whether combined cholinergic and DA depletion leads to a cognitive profile resembling PDD. Mice carrying heterozygous deletion of the high-affinity, hemicholinium-3-sensitive choline transporter (CHTHET) show reduced levels of acetylcholine throughout the brain. We achieved bilateral DA depletion in CHTHET and wild-type (WT) littermates via intra-striatal infusion of 6-hydroxydopamine (6-OHDA), or used vehicle as control. Executive function and memory were evaluated using rodent versions of cognitive tasks commonly used with human subjects: the set-shifting task and spatial and novel-object recognition paradigms. Our studies revealed impaired acquisition of attentional set in the set-shifting paradigm in WT-6OHDA and CHTHET-vehicle mice that was exacerbated in the CHTHET-6OHDA mice. The object recognition test following a 24-hour delay was also impaired in CHTHET-6OHDA mice compared with all other groups. Treatment with acetylcholinesterase (AChE) inhibitors physostigmine (0.05 or 0.1 mg/kg) and donepezil (0.1 and 0.3 mg/kg) reversed the impaired object recognition of the CHTHET-6OHDA mice. Our data demonstrate an exacerbated cognitive phenotype with dual ACh and DA depletion as compared with either insult alone, with traits analogous to those observed in PDD patients. The results suggest that combined loss of DA and ACh could be sufficient for pathogenesis of specific cognitive deficits in PDD.",2012,https://doi.org/10.1242/dmm.010363,no,10.1242/dmm.010363,12,6,undetermined
